State,District,Year,Month,Hour,Weather_Condition,Road_Type,Vehicle_Type,Cause_of_Accident,Accident_Severity
Tamil Nadu,Hyderabad,2021,5,11,Rainy,Urban Road,Two-Wheeler,Overspeeding,Minor Injury
Madhya Pradesh,Mumbai,2017,6,12,Foggy,Rural Road,Two-Wheeler,Overspeeding,Minor Injury
Rajasthan,Hyderabad,2017,12,3,Clear,Rural Road,Car,Signal Jumping,Grievous Injury
Maharashtra,Mumbai,2020,4,15,Rainy,Rural Road,Car,Mechanical Failure,Grievous Injury
Tamil Nadu,Pune,2023,1,18,Foggy,National Highway,Truck,Signal Jumping,Minor Injury
Rajasthan,Bhopal,2023,10,6,Foggy,State Highway,Car,Wrong Side Driving,Minor Injury
Madhya Pradesh,Chennai,2021,7,0,Rainy,National Highway,Two-Wheeler,Wrong Side Driving,Fatal
Tamil Nadu,Kochi,2020,9,15,Cloudy,Rural Road,Bus,Overspeeding,Grievous Injury
Gujarat,Kochi,2017,6,1,Clear,Rural Road,Truck,Overspeeding,Minor Injury
Rajasthan,Bengaluru,2020,6,0,Clear,Rural Road,Car,Mechanical Failure,Grievous Injury
Maharashtra,Ahmedabad,2018,9,13,Foggy,National Highway,Truck,Wrong Side Driving,Minor Injury
Kerala,Chennai,2023,4,19,Foggy,Rural Road,Truck,Mechanical Failure,Grievous Injury
Gujarat,Jaipur,2023,5,4,Clear,Urban Road,Truck,Wrong Side Driving,Minor Injury
Andhra Pradesh,Nagpur,2022,5,14,Foggy,State Highway,Car,Drunk Driving,Minor Injury
Maharashtra,Ahmedabad,2018,12,9,Clear,Rural Road,Auto Rickshaw,Mechanical Failure,Minor Injury
Karnataka,Ahmedabad,2022,5,20,Cloudy,State Highway,Car,Drunk Driving,Grievous Injury
Uttar Pradesh,Nagpur,2021,8,1,Clear,National Highway,Car,Signal Jumping,Grievous Injury
Karnataka,Bhopal,2017,11,10,Clear,Rural Road,Car,Wrong Side Driving,Minor Injury
Telangana,Ahmedabad,2021,1,15,Clear,Urban Road,Car,Drunk Driving,Minor Injury
Kerala,Pune,2021,10,18,Foggy,Rural Road,Car,Signal Jumping,Grievous Injury
Andhra Pradesh,Ahmedabad,2017,11,3,Cloudy,Urban Road,Truck,Mechanical Failure,Grievous Injury
Andhra Pradesh,Bengaluru,2019,10,9,Rainy,Urban Road,Truck,Drunk Driving,Grievous Injury
Uttar Pradesh,Hyderabad,2019,11,21,Rainy,State Highway,Car,Drunk Driving,Minor Injury
Rajasthan,Kochi,2020,3,21,Clear,State Highway,Bus,Signal Jumping,Minor Injury
Uttar Pradesh,Bhopal,2019,8,11,Foggy,National Highway,Bus,Drunk Driving,Minor Injury
Telangana,Chennai,2018,11,1,Rainy,Urban Road,Auto Rickshaw,Signal Jumping,Minor Injury
Karnataka,Jaipur,2023,9,1,Rainy,Urban Road,Bus,Poor Road Condition,Minor Injury
Andhra Pradesh,Pune,2022,2,8,Clear,State Highway,Two-Wheeler,Wrong Side Driving,Fatal
Karnataka,Bhopal,2023,12,11,Clear,National Highway,Two-Wheeler,Wrong Side Driving,Minor Injury
Maharashtra,Hyderabad,2021,4,1,Foggy,State Highway,Bus,Wrong Side Driving,Fatal
Kerala,Bengaluru,2023,8,17,Rainy,State Highway,Car,Drunk Driving,Fatal
Tamil Nadu,Hyderabad,2020,5,15,Clear,National Highway,Bus,Drunk Driving,Grievous Injury
Telangana,Chennai,2021,1,18,Cloudy,Urban Road,Two-Wheeler,Overspeeding,Fatal
Tamil Nadu,Nagpur,2017,6,14,Cloudy,Urban Road,Bus,Overspeeding,Grievous Injury
Telangana,Jaipur,2023,9,15,Cloudy,National Highway,Truck,Signal Jumping,Minor Injury
Madhya Pradesh,Nagpur,2019,9,5,Clear,Urban Road,Auto Rickshaw,Drunk Driving,Grievous Injury
Kerala,Mumbai,2017,11,14,Foggy,National Highway,Truck,Signal Jumping,Fatal
Maharashtra,Bengaluru,2020,1,11,Cloudy,National Highway,Truck,Mechanical Failure,Fatal
Kerala,Jaipur,2022,4,21,Cloudy,State Highway,Auto Rickshaw,Drunk Driving,Grievous Injury
Rajasthan,Chennai,2018,1,11,Cloudy,Urban Road,Car,Poor Road Condition,Minor Injury
Telangana,Bhopal,2019,7,9,Clear,Urban Road,Auto Rickshaw,Mechanical Failure,Grievous Injury
Tamil Nadu,Kochi,2017,3,20,Clear,National Highway,Car,Drunk Driving,Minor Injury
Telangana,Jaipur,2022,2,14,Clear,State Highway,Two-Wheeler,Wrong Side Driving,Minor Injury
Rajasthan,Bhopal,2023,8,22,Cloudy,State Highway,Bus,Signal Jumping,Minor Injury
Telangana,Bhopal,2019,9,3,Clear,Urban Road,Two-Wheeler,Poor Road Condition,Minor Injury
Kerala,Mumbai,2021,7,9,Clear,Rural Road,Two-Wheeler,Overspeeding,Grievous Injury
Gujarat,Pune,2018,6,18,Foggy,National Highway,Two-Wheeler,Wrong Side Driving,Fatal
Telangana,Bengaluru,2023,10,22,Clear,Urban Road,Bus,Poor Road Condition,Minor Injury
Madhya Pradesh,Bengaluru,2022,11,13,Rainy,Urban Road,Car,Overspeeding,Grievous Injury
Madhya Pradesh,Mumbai,2019,6,9,Clear,Rural Road,Auto Rickshaw,Drunk Driving,Minor Injury
Andhra Pradesh,Nagpur,2023,9,16,Clear,Rural Road,Car,Mechanical Failure,Fatal
Madhya Pradesh,Nagpur,2018,5,21,Rainy,State Highway,Car,Mechanical Failure,Grievous Injury
Telangana,Chennai,2022,5,10,Rainy,State Highway,Truck,Poor Road Condition,Grievous Injury
Telangana,Pune,2021,2,17,Clear,State Highway,Bus,Wrong Side Driving,Fatal
Gujarat,Bhopal,2021,6,1,Foggy,State Highway,Car,Overspeeding,Grievous Injury
Madhya Pradesh,Ahmedabad,2017,12,10,Cloudy,National Highway,Car,Poor Road Condition,Minor Injury
Karnataka,Ahmedabad,2020,12,7,Rainy,Rural Road,Two-Wheeler,Signal Jumping,Minor Injury
Telangana,Nagpur,2017,12,18,Foggy,Urban Road,Truck,Signal Jumping,Fatal
Maharashtra,Mumbai,2018,6,15,Clear,State Highway,Auto Rickshaw,Signal Jumping,Grievous Injury
Maharashtra,Pune,2017,6,3,Clear,Urban Road,Truck,Overspeeding,Grievous Injury
Tamil Nadu,Hyderabad,2022,4,13,Rainy,National Highway,Two-Wheeler,Mechanical Failure,Minor Injury
Gujarat,Kochi,2019,11,21,Rainy,State Highway,Two-Wheeler,Mechanical Failure,Minor Injury
Rajasthan,Pune,2022,7,16,Foggy,National Highway,Two-Wheeler,Wrong Side Driving,Minor Injury
Karnataka,Chennai,2017,9,10,Clear,State Highway,Bus,Overspeeding,Minor Injury
Telangana,Bhopal,2020,1,2,Rainy,Urban Road,Two-Wheeler,Drunk Driving,Grievous Injury
Kerala,Bhopal,2022,3,3,Rainy,National Highway,Car,Drunk Driving,Minor Injury
Uttar Pradesh,Bengaluru,2022,10,20,Cloudy,State Highway,Bus,Signal Jumping,Minor Injury
Uttar Pradesh,Jaipur,2022,9,12,Rainy,Urban Road,Two-Wheeler,Poor Road Condition,Minor Injury
Rajasthan,Jaipur,2020,5,16,Foggy,Urban Road,Bus,Poor Road Condition,Grievous Injury
Andhra Pradesh,Bengaluru,2022,6,19,Clear,Urban Road,Car,Poor Road Condition,Minor Injury
Kerala,Chennai,2018,8,20,Rainy,State Highway,Two-Wheeler,Mechanical Failure,Minor Injury
Uttar Pradesh,Bhopal,2021,9,19,Cloudy,Urban Road,Two-Wheeler,Mechanical Failure,Minor Injury
Rajasthan,Jaipur,2020,8,9,Rainy,Urban Road,Car,Overspeeding,Minor Injury
Uttar Pradesh,Jaipur,2018,3,22,Rainy,State Highway,Two-Wheeler,Overspeeding,Fatal
Gujarat,Kochi,2020,10,23,Clear,National Highway,Car,Wrong Side Driving,Grievous Injury
Tamil Nadu,Jaipur,2020,1,11,Cloudy,Urban Road,Two-Wheeler,Overspeeding,Grievous Injury
Andhra Pradesh,Bhopal,2021,11,7,Foggy,State Highway,Two-Wheeler,Wrong Side Driving,Minor Injury
Gujarat,Chennai,2019,12,2,Foggy,National Highway,Truck,Signal Jumping,Minor Injury
Kerala,Hyderabad,2018,5,20,Clear,Urban Road,Bus,Signal Jumping,Minor Injury
Rajasthan,Nagpur,2020,7,9,Foggy,State Highway,Auto Rickshaw,Mechanical Failure,Minor Injury
Karnataka,Pune,2023,2,23,Foggy,Rural Road,Truck,Mechanical Failure,Minor Injury
Kerala,Mumbai,2020,1,6,Rainy,State Highway,Truck,Mechanical Failure,Minor Injury
Kerala,Ahmedabad,2017,4,9,Foggy,Urban Road,Bus,Drunk Driving,Minor Injury
Madhya Pradesh,Pune,2022,3,6,Cloudy,National Highway,Truck,Wrong Side Driving,Minor Injury
Karnataka,Kochi,2019,4,17,Rainy,National Highway,Car,Poor Road Condition,Minor Injury
Maharashtra,Jaipur,2021,1,19,Foggy,National Highway,Truck,Poor Road Condition,Minor Injury
Madhya Pradesh,Chennai,2023,2,13,Cloudy,Urban Road,Auto Rickshaw,Signal Jumping,Grievous Injury
Rajasthan,Hyderabad,2018,1,11,Rainy,Urban Road,Car,Wrong Side Driving,Minor Injury
Maharashtra,Ahmedabad,2020,3,7,Cloudy,National Highway,Bus,Drunk Driving,Grievous Injury
Uttar Pradesh,Bengaluru,2022,4,6,Clear,National Highway,Bus,Drunk Driving,Grievous Injury
Uttar Pradesh,Hyderabad,2018,1,4,Clear,National Highway,Bus,Signal Jumping,Minor Injury
Kerala,Nagpur,2021,6,0,Foggy,National Highway,Car,Signal Jumping,Grievous Injury
Madhya Pradesh,Jaipur,2019,2,14,Cloudy,State Highway,Bus,Mechanical Failure,Minor Injury
Telangana,Mumbai,2017,10,8,Rainy,Urban Road,Bus,Drunk Driving,Minor Injury
Karnataka,Ahmedabad,2019,12,11,Cloudy,Rural Road,Auto Rickshaw,Mechanical Failure,Minor Injury
Maharashtra,Jaipur,2017,11,21,Cloudy,National Highway,Two-Wheeler,Signal Jumping,Grievous Injury
Karnataka,Ahmedabad,2018,5,17,Clear,State Highway,Two-Wheeler,Poor Road Condition,Minor Injury
Madhya Pradesh,Mumbai,2019,8,10,Clear,Rural Road,Two-Wheeler,Drunk Driving,Fatal
Kerala,Nagpur,2019,12,9,Foggy,Rural Road,Bus,Drunk Driving,Minor Injury
Gujarat,Bengaluru,2019,4,9,Cloudy,National Highway,Car,Overspeeding,Grievous Injury
Uttar Pradesh,Bhopal,2021,5,17,Cloudy,National Highway,Bus,Drunk Driving,Grievous Injury
Maharashtra,Chennai,2018,9,0,Rainy,State Highway,Two-Wheeler,Mechanical Failure,Grievous Injury
Maharashtra,Hyderabad,2023,2,19,Rainy,National Highway,Auto Rickshaw,Overspeeding,Grievous Injury
Rajasthan,Pune,2017,12,10,Clear,Rural Road,Bus,Drunk Driving,Minor Injury
Maharashtra,Bengaluru,2019,12,1,Cloudy,National Highway,Bus,Overspeeding,Minor Injury
Madhya Pradesh,Bengaluru,2018,2,10,Foggy,State Highway,Bus,Drunk Driving,Minor Injury
Maharashtra,Kochi,2023,6,1,Clear,State Highway,Car,Wrong Side Driving,Minor Injury
Maharashtra,Ahmedabad,2022,6,8,Cloudy,State Highway,Auto Rickshaw,Poor Road Condition,Minor Injury
Karnataka,Ahmedabad,2021,3,0,Clear,State Highway,Auto Rickshaw,Mechanical Failure,Grievous Injury
Kerala,Kochi,2021,12,22,Foggy,State Highway,Auto Rickshaw,Mechanical Failure,Minor Injury
Tamil Nadu,Hyderabad,2022,9,5,Cloudy,National Highway,Auto Rickshaw,Overspeeding,Minor Injury
Maharashtra,Ahmedabad,2018,1,21,Foggy,Urban Road,Two-Wheeler,Wrong Side Driving,Minor Injury
Telangana,Bhopal,2017,12,1,Cloudy,State Highway,Bus,Overspeeding,Grievous Injury
Kerala,Chennai,2018,3,14,Cloudy,Urban Road,Auto Rickshaw,Overspeeding,Minor Injury
Andhra Pradesh,Pune,2018,8,0,Foggy,National Highway,Truck,Signal Jumping,Grievous Injury
Rajasthan,Pune,2020,8,23,Rainy,State Highway,Truck,Overspeeding,Fatal
Karnataka,Mumbai,2023,4,23,Foggy,Urban Road,Two-Wheeler,Drunk Driving,Grievous Injury
Rajasthan,Mumbai,2021,8,17,Foggy,Urban Road,Truck,Signal Jumping,Minor Injury
Gujarat,Chennai,2017,11,3,Clear,Rural Road,Truck,Signal Jumping,Minor Injury
Maharashtra,Jaipur,2020,10,12,Foggy,Urban Road,Truck,Overspeeding,Grievous Injury
Uttar Pradesh,Jaipur,2022,8,3,Foggy,Rural Road,Two-Wheeler,Signal Jumping,Grievous Injury
Telangana,Bengaluru,2018,1,14,Clear,Rural Road,Bus,Mechanical Failure,Minor Injury
Karnataka,Bengaluru,2022,3,1,Rainy,Urban Road,Two-Wheeler,Poor Road Condition,Minor Injury
Rajasthan,Kochi,2021,1,8,Foggy,Rural Road,Car,Signal Jumping,Minor Injury
Maharashtra,Nagpur,2020,2,11,Clear,Urban Road,Car,Signal Jumping,Grievous Injury
Uttar Pradesh,Mumbai,2023,4,13,Rainy,Rural Road,Truck,Drunk Driving,Minor Injury
Uttar Pradesh,Nagpur,2020,3,19,Rainy,State Highway,Truck,Mechanical Failure,Fatal
Gujarat,Ahmedabad,2017,11,3,Foggy,State Highway,Bus,Signal Jumping,Minor Injury
Kerala,Pune,2023,6,14,Rainy,State Highway,Truck,Drunk Driving,Minor Injury
Telangana,Bengaluru,2018,12,3,Foggy,Urban Road,Car,Mechanical Failure,Minor Injury
Tamil Nadu,Jaipur,2017,12,4,Rainy,Urban Road,Truck,Signal Jumping,Minor Injury
Telangana,Chennai,2020,5,9,Rainy,National Highway,Bus,Overspeeding,Minor Injury
Gujarat,Mumbai,2023,5,11,Rainy,Urban Road,Car,Signal Jumping,Minor Injury
Madhya Pradesh,Pune,2020,10,11,Foggy,National Highway,Truck,Poor Road Condition,Grievous Injury
Kerala,Hyderabad,2017,7,7,Rainy,National Highway,Bus,Mechanical Failure,Fatal
Karnataka,Chennai,2020,7,3,Cloudy,State Highway,Bus,Poor Road Condition,Grievous Injury
Kerala,Nagpur,2023,9,2,Clear,Urban Road,Car,Signal Jumping,Grievous Injury
Gujarat,Bhopal,2019,8,0,Clear,Urban Road,Car,Poor Road Condition,Minor Injury
Gujarat,Nagpur,2021,3,17,Cloudy,National Highway,Car,Mechanical Failure,Minor Injury
Karnataka,Mumbai,2018,2,19,Rainy,National Highway,Bus,Overspeeding,Grievous Injury
Karnataka,Chennai,2021,1,13,Cloudy,Urban Road,Car,Signal Jumping,Grievous Injury
Karnataka,Bhopal,2018,10,16,Foggy,National Highway,Car,Mechanical Failure,Grievous Injury
Kerala,Ahmedabad,2023,6,5,Clear,Urban Road,Bus,Poor Road Condition,Minor Injury
Maharashtra,Hyderabad,2020,4,5,Rainy,Urban Road,Bus,Drunk Driving,Grievous Injury
Rajasthan,Nagpur,2023,3,9,Clear,Rural Road,Car,Poor Road Condition,Minor Injury
Andhra Pradesh,Hyderabad,2017,11,18,Cloudy,National Highway,Car,Signal Jumping,Grievous Injury
Karnataka,Chennai,2017,11,9,Cloudy,State Highway,Car,Poor Road Condition,Grievous Injury
Rajasthan,Pune,2020,2,2,Clear,Urban Road,Bus,Poor Road Condition,Minor Injury
Andhra Pradesh,Chennai,2018,2,0,Clear,National Highway,Auto Rickshaw,Poor Road Condition,Minor Injury
Kerala,Jaipur,2020,11,17,Clear,National Highway,Two-Wheeler,Overspeeding,Minor Injury
Rajasthan,Bhopal,2018,4,14,Clear,National Highway,Truck,Drunk Driving,Minor Injury
Karnataka,Pune,2020,1,19,Cloudy,Urban Road,Two-Wheeler,Poor Road Condition,Minor Injury
Tamil Nadu,Nagpur,2020,6,3,Rainy,Urban Road,Bus,Signal Jumping,Minor Injury
Gujarat,Ahmedabad,2020,10,17,Clear,Urban Road,Auto Rickshaw,Mechanical Failure,Minor Injury
Rajasthan,Hyderabad,2017,11,9,Rainy,National Highway,Bus,Wrong Side Driving,Minor Injury
Uttar Pradesh,Chennai,2018,5,21,Clear,State Highway,Car,Poor Road Condition,Grievous Injury
Uttar Pradesh,Kochi,2022,10,21,Foggy,Rural Road,Truck,Drunk Driving,Fatal
Rajasthan,Mumbai,2020,9,18,Rainy,State Highway,Two-Wheeler,Mechanical Failure,Fatal
Karnataka,Nagpur,2021,2,16,Foggy,Urban Road,Bus,Drunk Driving,Minor Injury
Telangana,Mumbai,2021,9,9,Cloudy,Urban Road,Auto Rickshaw,Signal Jumping,Grievous Injury
Karnataka,Pune,2023,9,3,Foggy,Urban Road,Car,Overspeeding,Minor Injury
Kerala,Jaipur,2023,10,4,Cloudy,State Highway,Auto Rickshaw,Poor Road Condition,Fatal
Karnataka,Nagpur,2017,9,6,Clear,State Highway,Truck,Overspeeding,Fatal
Kerala,Jaipur,2019,10,18,Cloudy,Urban Road,Auto Rickshaw,Poor Road Condition,Fatal
Telangana,Jaipur,2022,10,18,Clear,Rural Road,Auto Rickshaw,Poor Road Condition,Minor Injury
Tamil Nadu,Ahmedabad,2017,4,7,Clear,Rural Road,Car,Drunk Driving,Minor Injury
Kerala,Pune,2019,5,0,Clear,National Highway,Auto Rickshaw,Wrong Side Driving,Grievous Injury
Madhya Pradesh,Chennai,2017,8,23,Cloudy,State Highway,Car,Signal Jumping,Minor Injury
Uttar Pradesh,Kochi,2023,8,7,Clear,Rural Road,Truck,Mechanical Failure,Fatal
Gujarat,Bhopal,2021,1,18,Foggy,Urban Road,Bus,Signal Jumping,Grievous Injury
Uttar Pradesh,Jaipur,2020,10,16,Foggy,State Highway,Car,Wrong Side Driving,Minor Injury
Kerala,Pune,2018,1,8,Clear,National Highway,Bus,Mechanical Failure,Grievous Injury
Madhya Pradesh,Ahmedabad,2023,10,19,Clear,National Highway,Two-Wheeler,Wrong Side Driving,Minor Injury
Maharashtra,Nagpur,2020,6,22,Rainy,State Highway,Auto Rickshaw,Signal Jumping,Grievous Injury
Tamil Nadu,Bengaluru,2021,7,15,Cloudy,Urban Road,Bus,Signal Jumping,Minor Injury
Tamil Nadu,Bengaluru,2018,2,8,Rainy,Rural Road,Auto Rickshaw,Drunk Driving,Minor Injury
Maharashtra,Kochi,2019,2,18,Foggy,State Highway,Car,Poor Road Condition,Grievous Injury
Gujarat,Ahmedabad,2019,5,15,Cloudy,Urban Road,Auto Rickshaw,Wrong Side Driving,Minor Injury
Telangana,Pune,2021,9,20,Foggy,State Highway,Truck,Overspeeding,Minor Injury
Andhra Pradesh,Ahmedabad,2018,5,12,Cloudy,National Highway,Bus,Wrong Side Driving,Grievous Injury
Madhya Pradesh,Bhopal,2020,8,18,Cloudy,State Highway,Auto Rickshaw,Wrong Side Driving,Grievous Injury
Kerala,Bhopal,2021,8,4,Cloudy,Urban Road,Bus,Mechanical Failure,Minor Injury
Andhra Pradesh,Chennai,2019,5,1,Foggy,Urban Road,Bus,Poor Road Condition,Minor Injury
Gujarat,Bengaluru,2021,8,3,Clear,National Highway,Truck,Mechanical Failure,Minor Injury
Telangana,Bengaluru,2020,8,11,Foggy,Urban Road,Car,Drunk Driving,Minor Injury
Tamil Nadu,Bhopal,2017,5,17,Cloudy,Urban Road,Auto Rickshaw,Overspeeding,Minor Injury
Kerala,Ahmedabad,2022,5,2,Foggy,National Highway,Two-Wheeler,Signal Jumping,Fatal
Kerala,Kochi,2022,4,20,Foggy,Urban Road,Bus,Overspeeding,Minor Injury
Telangana,Kochi,2023,1,18,Rainy,Urban Road,Car,Overspeeding,Grievous Injury
Uttar Pradesh,Jaipur,2022,9,21,Cloudy,State Highway,Two-Wheeler,Overspeeding,Minor Injury
Madhya Pradesh,Nagpur,2017,2,3,Foggy,State Highway,Bus,Drunk Driving,Minor Injury
Telangana,Bengaluru,2020,1,3,Cloudy,State Highway,Two-Wheeler,Drunk Driving,Minor Injury
Karnataka,Bhopal,2023,6,15,Foggy,State Highway,Auto Rickshaw,Overspeeding,Grievous Injury
Karnataka,Ahmedabad,2018,5,10,Rainy,Rural Road,Auto Rickshaw,Signal Jumping,Grievous Injury
Telangana,Pune,2021,11,12,Foggy,State Highway,Bus,Signal Jumping,Minor Injury
Tamil Nadu,Nagpur,2020,1,20,Clear,State Highway,Bus,Signal Jumping,Minor Injury
Telangana,Kochi,2017,7,10,Cloudy,State Highway,Auto Rickshaw,Drunk Driving,Grievous Injury
Rajasthan,Mumbai,2023,7,6,Rainy,National Highway,Car,Mechanical Failure,Minor Injury
Gujarat,Mumbai,2019,3,13,Foggy,State Highway,Two-Wheeler,Signal Jumping,Minor Injury
Karnataka,Ahmedabad,2022,8,3,Rainy,Rural Road,Bus,Mechanical Failure,Minor Injury
Andhra Pradesh,Hyderabad,2022,6,7,Foggy,Rural Road,Bus,Overspeeding,Minor Injury
Telangana,Hyderabad,2020,4,11,Cloudy,Rural Road,Truck,Signal Jumping,Minor Injury
Karnataka,Bengaluru,2022,10,12,Foggy,Urban Road,Two-Wheeler,Overspeeding,Minor Injury
Gujarat,Pune,2022,10,8,Rainy,National Highway,Auto Rickshaw,Overspeeding,Minor Injury
Gujarat,Jaipur,2020,10,8,Clear,State Highway,Bus,Poor Road Condition,Minor Injury
Andhra Pradesh,Ahmedabad,2020,12,1,Rainy,State Highway,Bus,Wrong Side Driving,Grievous Injury
Kerala,Mumbai,2023,3,2,Clear,Urban Road,Auto Rickshaw,Overspeeding,Minor Injury
Rajasthan,Mumbai,2017,1,20,Clear,National Highway,Two-Wheeler,Overspeeding,Minor Injury
Telangana,Pune,2017,2,11,Cloudy,Urban Road,Car,Poor Road Condition,Grievous Injury
Maharashtra,Bengaluru,2022,2,16,Rainy,Rural Road,Auto Rickshaw,Drunk Driving,Minor Injury
Telangana,Hyderabad,2023,11,3,Foggy,Urban Road,Car,Overspeeding,Minor Injury
Kerala,Chennai,2020,5,13,Clear,National Highway,Bus,Signal Jumping,Minor Injury
Madhya Pradesh,Bengaluru,2020,4,20,Rainy,Urban Road,Car,Drunk Driving,Grievous Injury
Uttar Pradesh,Bengaluru,2022,2,8,Cloudy,National Highway,Car,Wrong Side Driving,Minor Injury
Tamil Nadu,Kochi,2018,11,7,Foggy,Urban Road,Auto Rickshaw,Wrong Side Driving,Minor Injury
Kerala,Jaipur,2019,9,0,Foggy,National Highway,Bus,Overspeeding,Fatal
Gujarat,Jaipur,2021,7,12,Foggy,State Highway,Two-Wheeler,Mechanical Failure,Minor Injury
Maharashtra,Mumbai,2021,8,2,Rainy,Rural Road,Truck,Wrong Side Driving,Minor Injury
Tamil Nadu,Jaipur,2022,8,13,Rainy,National Highway,Car,Wrong Side Driving,Grievous Injury
Karnataka,Mumbai,2023,2,18,Foggy,Urban Road,Bus,Poor Road Condition,Grievous Injury
Telangana,Bengaluru,2021,5,5,Cloudy,Urban Road,Truck,Wrong Side Driving,Fatal
Tamil Nadu,Pune,2017,3,3,Foggy,Rural Road,Two-Wheeler,Signal Jumping,Fatal
Karnataka,Chennai,2023,10,19,Foggy,State Highway,Truck,Mechanical Failure,Minor Injury
Uttar Pradesh,Pune,2023,9,0,Cloudy,State Highway,Two-Wheeler,Overspeeding,Minor Injury
Karnataka,Bengaluru,2017,9,9,Cloudy,State Highway,Truck,Poor Road Condition,Fatal
Maharashtra,Bhopal,2018,6,12,Cloudy,National Highway,Two-Wheeler,Poor Road Condition,Fatal
Gujarat,Ahmedabad,2022,4,11,Foggy,Rural Road,Car,Poor Road Condition,Minor Injury
Kerala,Hyderabad,2017,8,10,Cloudy,National Highway,Truck,Overspeeding,Minor Injury
Andhra Pradesh,Ahmedabad,2022,5,3,Rainy,National Highway,Two-Wheeler,Drunk Driving,Grievous Injury
Kerala,Chennai,2022,3,16,Cloudy,National Highway,Bus,Signal Jumping,Minor Injury
Kerala,Jaipur,2023,11,14,Foggy,National Highway,Auto Rickshaw,Poor Road Condition,Fatal
Karnataka,Ahmedabad,2020,8,20,Clear,Urban Road,Truck,Mechanical Failure,Grievous Injury
Telangana,Jaipur,2019,12,2,Clear,Urban Road,Truck,Drunk Driving,Fatal
Tamil Nadu,Bengaluru,2019,6,9,Rainy,Urban Road,Truck,Mechanical Failure,Minor Injury
Andhra Pradesh,Chennai,2022,5,20,Clear,National Highway,Truck,Wrong Side Driving,Fatal
Andhra Pradesh,Kochi,2019,1,13,Clear,State Highway,Auto Rickshaw,Mechanical Failure,Grievous Injury
Tamil Nadu,Hyderabad,2019,3,18,Clear,Urban Road,Truck,Poor Road Condition,Minor Injury
Tamil Nadu,Hyderabad,2021,7,20,Rainy,Rural Road,Car,Drunk Driving,Minor Injury
Gujarat,Bhopal,2023,3,3,Clear,Urban Road,Car,Signal Jumping,Minor Injury
Maharashtra,Kochi,2021,1,13,Foggy,National Highway,Bus,Poor Road Condition,Grievous Injury
Uttar Pradesh,Mumbai,2020,8,5,Clear,National Highway,Auto Rickshaw,Signal Jumping,Minor Injury
Maharashtra,Hyderabad,2018,7,11,Cloudy,National Highway,Bus,Wrong Side Driving,Minor Injury
Tamil Nadu,Nagpur,2023,5,1,Clear,Urban Road,Car,Overspeeding,Fatal
Telangana,Mumbai,2017,12,16,Clear,State Highway,Truck,Drunk Driving,Grievous Injury
Rajasthan,Hyderabad,2017,10,0,Foggy,National Highway,Truck,Overspeeding,Grievous Injury
Rajasthan,Bengaluru,2021,5,16,Rainy,Rural Road,Two-Wheeler,Wrong Side Driving,Grievous Injury
Uttar Pradesh,Chennai,2022,6,4,Rainy,National Highway,Auto Rickshaw,Mechanical Failure,Grievous Injury
Tamil Nadu,Chennai,2019,7,15,Clear,State Highway,Two-Wheeler,Mechanical Failure,Fatal
Rajasthan,Nagpur,2020,3,13,Foggy,State Highway,Auto Rickshaw,Wrong Side Driving,Grievous Injury
Uttar Pradesh,Bengaluru,2018,11,19,Clear,State Highway,Auto Rickshaw,Signal Jumping,Minor Injury
Andhra Pradesh,Nagpur,2021,12,9,Rainy,National Highway,Truck,Drunk Driving,Minor Injury
Uttar Pradesh,Jaipur,2022,12,20,Rainy,Rural Road,Truck,Wrong Side Driving,Grievous Injury
Andhra Pradesh,Pune,2020,4,2,Cloudy,Rural Road,Bus,Wrong Side Driving,Minor Injury
Gujarat,Hyderabad,2022,1,2,Cloudy,National Highway,Car,Drunk Driving,Minor Injury
Rajasthan,Bengaluru,2020,7,17,Foggy,Urban Road,Car,Poor Road Condition,Fatal
Uttar Pradesh,Pune,2021,10,23,Foggy,Urban Road,Truck,Signal Jumping,Grievous Injury
Uttar Pradesh,Pune,2020,2,22,Rainy,Rural Road,Car,Signal Jumping,Minor Injury
Uttar Pradesh,Chennai,2023,7,17,Rainy,Urban Road,Auto Rickshaw,Drunk Driving,Minor Injury
Telangana,Chennai,2019,6,3,Rainy,Urban Road,Car,Overspeeding,Minor Injury
Uttar Pradesh,Kochi,2020,4,6,Clear,Rural Road,Bus,Poor Road Condition,Minor Injury
Telangana,Jaipur,2018,11,0,Cloudy,Urban Road,Car,Mechanical Failure,Minor Injury
Kerala,Bengaluru,2020,2,15,Cloudy,Urban Road,Car,Drunk Driving,Grievous Injury
